Book,AverageRating
671670719,6
671670735,5
067167076X,5
671670875,6.5
671670883,7
671670913,8.6
671671111,9
671671138,7.5
671671197,9
671671359,7
671671383,5
671671421,6.5
671671480,8
671671499,8
671671596,8
671671812,7
671671901,7.5
671672266,10
671672347,7.5
671672509,5
671672576,8
671672665,7
671672673,7
067167269X,5
671672770,6
671672835,8
671672878,8.333333
671672886,10
671672908,8
671673009,7
067167305X,8
671673076,8
671673114,5
671673157,8
671673181,4
067167319X,7
671673238,7
671673343,7
671673386,9
671673394,9
671673513,5
671673645,6.3333335
671673653,6.9166665
671673661,7.6666665
067167367X,7.75
671673688,7.0689654
671673947,8
671674005,6
671674064,9
671674218,8
671674269,8
671674315,8
671674358,6
671674366,6.888889
671674463,7.857143
671674528,10
671674544,5
671674633,7
671674641,7
671674706,10
671674897,8
671674900,10
671674927,10
671674978,6
671674994,8
671675001,6
671675192,8
671675214,10
671675427,6
671675818,8
671675834,8
671675850,9
671675869,9
671676016,5
671676105,9.5
671676237,5
671676253,7.6
671676296,8.75
067167630X,5
671676318,6
671676334,5
671676369,10
671676377,9
671676385,8.333333
671676547,8.5
671676555,6.6666665
671676563,5
671676571,8
671676644,7
671676695,7
671676709,9
671676830,8
671676849,10
671676873,5
671677144,5.3333335
067167725X,6
671677268,8
067167739X,6
671677640,10
671677713,4
671677799,4
671677810,10
671677985,9
067167806X,7
671678566,7
671678574,10
671678698,5
671678809,10
671678817,4.5
671678949,4
671678981,7
671679155,7.6
671679244,7.5
671679287,7
671679309,8
671679414,7
671679430,6.8333335
671679449,7.5
671679473,7
067167949X,10
671679627,4
671679643,4.5
671679678,8
671679805,7
671679902,8.5
671679929,9
671680080,7
671680110,8.4
671680277,8.75
671680420,6.5
671680439,7
671680781,7
671680951,5
671680978,9
671681036,8
671681303,7
671681494,8
671681559,8.666667
671681567,8.125
671681796,8.666667
671682083,6.6666665
671682229,6.5
671682288,7.6666665
671682407,6
067168244X,9
671682474,10
671682482,5.5
671682652,6
671682687,10
671682830,7.3333335
671682849,8.333333
671682857,8
671682873,7.375
671682881,8.5
067168289X,8
067168289x,10
671682903,7.6666665
671682911,9.333333
671682938,8
671683063,8.875
671683071,8
671683144,8
671683225,8
067168325X,7
671683292,4
671683322,5
671683381,6
067168339X,7
671683403,7
671683454,8
671683551,8.5
067168356X,8
671683780,7.5
671683829,6
671683888,9
067168390X,9.212121
067168390X595,5
067168390x,9
671683993,7.6060605
671684027,7.090909
671684086,10
671684094,8
671684124,10
671684256,6
671684264,6.4
671684337,8
671684388,10
067168454X,9
671684612,7
671684639,6.5
671684655,8
671684876,6
671685112,9
671685147,7
671685163,6
067168518X,5
671685198,6
671685236,8
671685244,10
671685406,7
671685430,5
671685465,8
671685511,6
671685570,5
671685635,7.6666665
671686151,7.3333335
671686216,9
671686496,9
671686909,9
671686933,10
671687085,7
671687271,8
671687298,7.5
671687425,8.333333
671687816,9
671687891,9
067168793X,7
671687948,7.8
671687972,10
671688073,5
067168843X,5
067168857X,1
671688723,8
671688782,10
671688855,7.2
671688863,10
671688901,9.5
067168891X,6.6666665
671688944,8
671689088,7
671689096,5
671689126,8.333333
671689223,8
671689231,7.6363635
671689398,8
671689487,7.6666665
671689495,7
067168955X,10
671689568,7
671689584,10
671689703,9
671689711,6.3333335
67168972,7
067168972X,7.25
671689738,7.8
671689746,7.5
671689754,7
671689762,8
671689843,10
671690094,9.166667
671690140,5
671690205,8
671690221,9
671690272,8
671690302,6.5
067169054X,8
671690558,8
671690566,6.2
671690574,8
671690582,5.714286
671690590,7
671690604,10
671690701,7.5
067169071X,7.590909
671690795,5
671690906,5
671691325,6
671691333,6
671691406,7
671691511,6
671691627,5
671691740,10
671691775,6
671691783,9
671691848,8
671691929,7
671691945,9
671692143,6
671692496,7
671692542,8
671692550,5
671692658,6.5
671692674,7.2222223
671692690,6.5
671692755,6
671692801,8
671692844,5.5
671692852,8
671692879,8
671693034,7
671693115,8
671693190,6
671693220,6.75
671693352,8
671693573,7
671693581,5
671693646,6.3333335
671693654,3
671693743,7
671693808,6
671693816,6.696429
671693824,6
671693913,7
671694014,7
671694049,7.6666665
067169409X,7.5
671694103,7
671694111,10
671694162,7
671694170,5
671694200,7
671694324,7
671694332,7
671694391,8
671694472,7
671694960,9
671694979,8
671694987,6
067169507X,7.90625
671695126,7.6086955
671695142,7.368421
671695150,10
671695169,7.173913
671695185,7.2
067169524X,5
671695290,7
671695304,7.5
671695320,8.142858
671695339,8
671695347,5.5
671695363,8
671695606,8
671695649,8
671695711,10
671695738,7.6666665
671695762,9
671695770,9
671695843,5.5
671695886,8.272727
671695916,8
671696025,9
671696068,6
671696483,7
671696513,6
671696637,7
671696645,7
671697838,8
671697846,8
671697862,8.25
671697951,8
671697978,5
671697986,6.5
671697994,9
671698052,5
671698087,6
671698117,7
671698168,8
671698184,7
671698192,3
671698230,5
671698281,7.5
671698370,8
671698389,7
671698419,10
671698427,7
671698516,5
067169863X,8.142858
671698648,9.333333
671698680,8
671698699,5
671698710,8
671698737,4
067169880X,9
671698842,6.5
671698850,8.333333
671698869,9
671700103,7.6
671700162,8
671700197,8
671700278,8
671700286,6
671700294,7
671700308,8
671700316,9.333333
671700324,8
671700340,10
671700359,8
671700375,7
671700391,10
671700413,5
671700545,8
671700618,8
671700758,10
671700766,8.5
067170088X,5
671700936,5
671700960,9
671700995,6.5
671701010,7
671701045,8.5
671701053,8.333333
671701118,8.25
671701126,9
671701177,10
671701185,7
671701215,7
671701231,7.590909
067170124X,5
671701258,7.75
671701274,1
671701304,7.25
671701355,7
671701363,8
067170138X,3.5
671701452,9
671701495,9
671701509,6
671701525,8
671701592,8.833333
671701606,9
671701622,5
671701835,6
671701932,7
671702262,7
671702289,8
671702378,7
671702432,9
671702440,5
671702491,5
671702505,7.894737
671702513,7.4444447
671702610,5.6666665
671702637,6
671702645,8
067170267X,6
671702688,7
671702696,7
671702785,9
671702890,8
671703099,10
671703277,9
067170348X,5
671703587,8
671703617,7.5
671703625,7
671703765,7.5
671704184,7.8333335
671704273,7.5
671704532,6
671704591,5.875
671704613,8.333333
067170463X,7.6666665
671704648,7.6666665
671704656,7.3333335
671704664,8
671704761,7
671704796,8
671704826,8
067170494X,7
671704966,8
671705091,8.791667
671705229,9
671705253,8
671705261,6
671705369,10
671705512,8
671705601,6.25
067170561X,7
671705946,10
671705997,8
671706039,8
671706071,7
067170608X,9
671706098,9
671706101,7
067170611X,5
671706233,5
671706330,7
671706438,8
671706462,8
671706500,9.5
671706659,7.5
671706675,8.25
671706683,9
067170673X,7
671706748,10
671706756,6
671706764,8
671706799,8
067170706X,6
671707140,7
671707175,10
671707302,5
671707612,8.8
671707639,7
671707671,5
671707701,6.3333335
671707728,7.5
671707957,5
671707981,5
671708104,5
671708120,6
671708139,6.5
671708163,7
671708201,8
671708228,6
671708236,7
671708260,6
671708333,9
671708368,6.5
671708376,7
671708430,8.666667
067170849X,9
671708619,8
671708627,7
671708635,7
671708651,10
671708805,7.5
671708821,7.8
671709054,5
671709089,4
671709178,6.3333335
671709232,9
671709240,8
671709399,8
671709410,5
671709429,7.5
671709453,6
671709518,8
671709577,10
671709585,8
671709607,8.4
671709704,7.571429
671709712,6
671709798,7
671711172,7
671712268,7
671715542,8
671718177,7.8333335
671718347,8
671718436,7
671718851,5.5
671719114,9
671719165,7
671719297,10
671720082,8
671720139,5
671720147,8.615385
671720163,10
067172021X,6
671720244,9
671720260,9
671720317,6
671720325,5.5
67172035,7
067172035X,9
671720368,8.5
671720376,8
671720384,2
671720414,7.8
067172049X,6
067172052X,6.285714
671720554,6
671720589,8
671720597,7
671720651,9
067172066X,9
671720678,7
671720724,7
671720759,7
671720767,9
671720791,8.2
671720805,10
067172083X,9.75
671720856,6
671720872,10
671720880,7
671720937,9.25
671720996,8.222222
671721038,6
671721046,8.714286
671721054,7
671721070,6
671721097,7.4
671721100,7.75
671721119,8.5
671721135,7.571429
671721151,8
671721178,7.3333335
671721186,8
671721216,10
671721224,8
671721232,6
671721240,7
671721259,6.3333335
671721291,8.588235
671721321,8
671721372,7.6666665
671721380,6.888889
671721410,9
671721429,8
671721453,6
671721468,9
067172147X,8.5
671721542,7.8
671721550,9
671721569,4
671721593,8
671721607,8
671721623,6.5
671721631,7.5
671721658,9.333333
671721666,6.5
671721682,10
671721690,7
671721720,8
671721755,8
671721763,7.3333335
671721771,8
671721860,9
671721887,8
671721933,9
671721941,10
671721976,7.5
671721984,6.5
671722026,7.6666665
671722069,7.25
671722077,7
671722107,10
671722123,9
671722131,7.7777777
671722220,10
671722298,5
671722549,8
671722565,8.333333
67172262,5
067172262X,8.708333
671722638,8.75
671722646,7.5
671722654,7.5
671722719,7.3333335
671722727,7.6666665
671722751,8
067172276X,8.5
671722778,7.111111
671722794,8.142858
671722808,5.6666665
671722816,8.666667
671722832,10
671722840,8.2
671722859,8.473684
671722875,10
671722891,8.833333
671722905,6.6666665
671722948,9.5
671722972,8.333333
671723227,8.75
671723308,6.5
671723316,7
671723413,9
671723421,8.333333
671723456,9
671723472,8
671723561,10
671723618,4.5
671723650,7.4615383
671723677,5
067172374X,5
671724037,10
671724053,7
671724126,8
671724169,7
671724177,10
671724207,5.5
671724436,5
671724479,8.5
671724517,6.4
671724541,7.5
671724584,7.3333335
671724703,6.3333335
671724738,7.2
671724746,8
671724800,10
671724819,5
671724827,8
671724835,8
671724843,4
671724851,6.6666665
671724991,7.3333335
671725076,9
671725130,10
067172519X,8.333333
671725211,8
671725254,8
671725327,5.5
671725505,8
671725580,8
671725661,7
067172570X,7
671725823,7.5
671725920,7
671725947,7
671725955,7
671726099,7
671726234,8.4
671726455,8.5
671726498,7.8
067172651X,10
671726528,8.8
671726536,9
671726544,9
671726668,6
671726684,6
671726714,8.555555
671726730,9
671726749,7
671726889,7.6666665
671726900,7.5
671726951,7
067172701X,7.111111
671727079,8.75
671727095,8.5
671727109,8.5
671727125,8
671727184,7
671727346,8
671727397,8
671727400,7
671727524,8
671727567,10
671727583,6.633333
671727591,9
067172763X,6
671727672,8
671727680,8.5
671727699,8
671727702,7.6666665
671727796,8.492754
671727818,2
671727893,8.666667
671727907,6.5
671727915,5.3333335
671728024,9
671728032,8.5
671728040,8
671728059,8
671728091,6
067172813X,9
671728202,7
067172827X,7
671728288,6
067172844X,8
671728555,7.25
671728563,8.75
671728571,7.4545455
067172858X,7.6666665
671728598,7
671728687,8
671728741,9
671729012,8
671729209,7
671729217,10
671729322,10
671729330,10
671729349,5
067172939X,8
671729403,9
671729411,8.081081
067172942X,8
671729438,7.875
671729446,8.230769
671729454,8.923077
671729462,7.55
671729470,7.785714
671729489,8
671729497,7.9166665
671729527,7
671729616,8
671729721,6
671729896,9
671729926,6
671730061,10
671730134,5
671730177,8.75
671730290,8
671730495,10
671730517,6
671730525,7.5
671730568,7.4
671730606,9
671730665,6
671730681,8
067173069X,6
671730703,10
067173072X,7
671730762,7
671730789,7
671730819,9
671730843,5
671730886,7
671731114,10
671731122,8
671731262,9.5
671731408,8.5
671731416,5
671731424,8
671731440,8
671731505,8
671731661,9
671731815,7.3333335
671731823,5
671731831,7
671731947,5
671731955,10
671732048,7
671732129,10
671732196,7
671732277,5.6666665
671732323,7
671732455,8
671732463,9
671732498,9.666667
067173251X,8
671732528,9.333333
671732552,6.6666665
671732641,7
671732730,5
671733109,9
671733141,7
671733346,8
671733354,7
671733370,10
671733419,7.5
671733583,7
067173363X,5
671733885,7.5
671733893,8
671733907,5
671734040,6.5
671734067,4
671734113,7
671734121,7
671734172,10
671734202,8.5
067173427X,7
671734296,7.5
067173430X,5
671734318,7
671734334,6.5
671734474,7
671734512,9
671734547,8
671734563,10
067173458X,7
671734601,7
671734687,7
671734911,7
671734954,9
671734962,9
671734970,7
671735098,8.8
671735160,6
671735179,7
671735276,7.25
671735284,8
671735306,8
671735551,7
671735578,8
671735594,6.6
671735616,6
671735624,8
671735632,9
671735640,5
671735691,5
671735721,9
067173573X,9
671735837,5
671735845,8
671735896,5
067173590X,7.1
671735934,7.3333335
671736000,8
671736051,9
671736310,8
671736401,7
671736531,7
671736582,7.25
067173668X,10
671736760,5
671736785,7
671736787,7
671736795,8
671736809,7.6
671736817,7.857143
671736825,7.5
671736833,7.4
671736841,8.6
067173685X,8
671736868,7.5
671736884,8.5
671737015,8
671737031,7
671737104,6.5
671737120,6.5
671737198,8.333333
671737295,8.5
671737341,8
067173735X,10
671737430,8.5
671737473,9
671737481,6
671737546,6
671737554,6.8
671737600,7.076923
671737619,7.733333
671737627,7.285714
671737635,8.083333
671737643,7.625
067173766X,6
671737678,7
671737694,8
671737708,5
671737716,8
671737775,6.6666665
671737783,7.25
671737791,7.6
671737805,6.9
671737821,8.583333
067173783X,7.5833335
671737848,7.5555553
671737856,6.5
671737864,7.6666665
671737880,9
671737899,9
671737910,10
671737929,10
671737953,7
671737996,9
671738046,3
671738054,5
671738224,7
671738232,9
671738267,8
671738275,6
671738283,8
671738321,10
671738623,7
671738666,5
671738674,9
671738682,7.5
671738690,6.3333335
671738704,5
671738763,9
671738844,8
671739026,9
671739050,6
671739085,4
067173914X,7.8
671739158,9
671739166,8
671739182,7
671739247,8
671739255,8
671739379,8
671739433,4
671739441,7.4166665
671739468,8
671739662,8
671739670,8
671739719,8.6
671739727,7.1666665
671739735,8.833333
671739743,8.333333
671739751,8.333333
067173976X,6.888889
671739778,7.6
671739786,6.75
671739794,8.5
671739905,8
671739999,7
671740075,8.5
671740083,5
671740091,7
671740105,8
671740288,8.5
671740326,5
671740431,4
671740504,8.4
671740571,3
671740652,9
671740679,7.1666665
671740784,6
671740857,5
671740881,5
671741020,6.25
671741039,9.375
671741047,5
067174108X,10
671741187,7.5
671741195,7.814815
671741209,7.1875
671741225,8
671741373,7
067174139X,7
671741403,6
671741411,6.3333335
067174142X,6.75
671741438,7.2
671741446,7
671741454,7.5
671741519,8
671741772,10
671741802,7
671741829,7
067174190X,9
671741926,8.615385
671741993,8
671742264,10
671742353,8
671742493,8.090909
671742515,8
671742523,3
067174254X,6
671742558,8.083333
671742566,5.8
671742647,7.125
671742663,9.5
671742671,6
067174271X,7
671742752,8
671742760,7.6153846
671742884,7.5
671742892,8
671742906,7
671742922,8
671742949,7
671742965,7
671743058,8.266666
671743066,8
671743074,8
671743228,10
671743260,5
671743481,9.833333
067174349X,7.5
671743503,8
067174352X,9.666667
067174352x,10
671743546,9
671743562,8
671743570,7
671743622,6
671743686,8.5
671743694,7.5
671743759,6
671743767,9
671743783,7.4
671743791,7.75
671743805,6.8
671743813,8.25
671743821,6.5
067174383X,9
671743848,8
671743856,7.25
671743872,6
671743880,7.5
671743902,7
671743996,6
067174402X,5
671744046,8
671744062,7.25
671744186,6.6666665
671744205,3
671744208,8.266666
671744216,8.096774
671744224,9.5
671744283,8.666667
671744402,8
671744526,6.5
671744577,9.375
671744585,8.25
671744593,9
671744607,7.5
671744615,8.571428
671744623,8.363636
671744666,7.25
671744682,6
067174478X,7
671744992,7
067174500X,7
671745069,7.125
671745077,6.5
671745085,8.2
671745093,5.75
671745107,6.6666665
671745115,6.4
671745158,8
671745190,8
671745239,7.4
671745247,8
671745263,6.5
671745530,8
671745557,8.5
067174559X,6.857143
067174562X,7
671745638,10
671745646,5
671745670,5
671745840,10
671745883,8
671746014,7
671746049,6.2
671746057,7
671746065,8.75
671746073,9
671746081,5.75
671746103,6.4
671746162,9
671746324,5
671746340,10
671746391,5
671746448,6
671746472,7
671746480,7
671746510,4
671746693,10
671746723,7.6
671746731,10
067174674x,6
671746936,7.2
6717471,8
671747134,5
671747150,7.428571
671747401,8
671747649,5
671747827,7
671747959,8
671747967,7
671748084,7.25
671748092,7.8
671748157,7
671748165,6
671748408,7
671748416,7.4
671748513,7
671748637,8
067174867X,6
067174870X,9
671748742,5
671748793,6
067174884X,10
671748858,5
671748874,7
671748882,7.25
671748939,5
671748963,8
671749013,7.5555553
671749099,8
671749102,8
67174920,9
067174920x,10
671749218,9
671749404,7
671749412,7
067174951X,7
671749609,7.9166665
671749617,8
671749838,6.75
671749897,7.6
671749935,8
671750127,8
671750194,8
671750402,5.6666665
067175047X,8
671750534,8
671750615,7
067175081X,5
671751077,10
671751174,7.6666665
671751182,9
067175145X,6.857143
671751506,6.3
671751727,7
671752049,10
067175324X,10
671753673,7.4
671753819,7.857143
671754254,8.5
671754629,5.5
671754661,7
671754998,9
671755056,7.428571
671755064,6.740741
671755099,5
671755110,9
671755838,3
671755862,10
671755978,8
671756079,8
671756443,8
671757059,8
671757083,9
671757504,7
671758527,6
067175856X,8
671758713,7.5
671758721,8.2
671758799,7.6666665
671758837,6.6666665
671758896,7.388889
671759035,6
671759159,7
671759205,8
671759213,8.8
671759299,7.1666665
671759310,6.3333335
671759329,7.8333335
671759337,5
671759345,7.586207
671759361,8.066667
067175937X,7.5
67175950,7
671759558,7
671759566,4
671759574,10
671759655,5
671759663,9
671759671,6
067176005X,8
671760068,8
671760181,8
671760513,6.875
671760742,7
671761196,8
671761226,10
671761390,8
671761749,6
671761927,7
671762273,5
671762613,7.5
671762680,4.3333335
671762915,5
067176327X,10
671763326,10
671763547,8
671763857,5
671763938,5
067176537X,8
671765418,10
671765914,7.5
671765973,10
671766066,10
671767127,6
671767321,10
671767674,8.5
671767682,7
067176781X,10
671767895,7
671767917,8
671767976,7
671768549,10
671769138,6
671769200,8.272727
671769227,8.571428
671769235,7
671769316,8.285714
671769324,8.666667
067176960X,6
671769669,7
671769677,8
671769782,6
671769820,6
067176991X,6
671769928,3.5
671769944,7
671770063,10
067177008X,7
671770098,8
067177056X,6.6666665
671770802,10
671770810,3
671773240,6
671773275,7
671773510,7
671773682,8
671773690,8
671773771,4
671774530,8
671774557,6
067177459X,10
671774638,9
671774646,8
671774654,7.75
671774662,8.25
671774670,6.9411764
671774689,8.5
671774719,7.5
671774778,6.6666665
671774786,7.6
671774832,8.8
671775227,8
671775235,10
671775332,6.5
671775367,5
671775391,8
671775405,7
671775413,7
671775421,6.25
671775464,7.6666665
671775480,7
671775499,7.3333335
671775537,8
671775553,8
671775596,5
671775634,7
671775715,6.25
671775820,3
671775839,5
671775847,8
671776096,9
671776126,7.7272725
671776134,8.148936
671776509,7
671776800,7.611111
671776975,8.590909
671777009,7.6666665
671777017,4
671777130,6
671777351,7.6
671778021,5
671778129,9.333333
671778188,9
067177834X,5
671778455,8
671778633,7.625
671778684,7.4
671778706,5
671778714,7.8
671778722,6.8
671778730,8
671778986,5
067177932X,7
671779338,10
671779583,5
671779664,6
671779672,9.5
671779729,5
671779826,8
671780328,10
671780387,10
671780492,8
671780565,10
671780611,7
671780689,6.5
671780751,8
671780859,8
067178093X,5
671781138,5
671781383,10
671781391,10
671781596,5
671781685,10
671781693,10
671781707,6.5
671781812,7
671782274,5.5
671782479,6
671782525,7.2
671782614,5
671782622,8
067178269X,5
671782711,5
671783289,8
671783440,9
671783998,6
671784226,6
671784668,8
671784684,8.333333
671784854,5
671784862,5
067178496X,6.5
671784986,10
067178501X,8.5
671785141,7.5
671785214,7.5
671785338,5
671785400,10
671785443,7
067178546X,6
671785540,8
671785699,8.5
671785702,5
671785753,6
067178577X,9
671785818,6.5
671785885,6.5
671785915,7
671785966,9
671786008,5
671786040,8
671786091,5.3333335
671786113,8.333333
671786172,8
671786199,9
671786261,7.5
671786431,8
067178644X,8
671786458,7.3333335
671786466,5.6666665
67178653,7
671786539,8
067178658X,9
671786601,6.8333335
671786660,7
671786733,7
671786865,9
067178708X,6.5
671787187,8
671787268,9.5
671787381,7
671787454,8.416667
671787551,6.8333335
671787810,8.5
671787861,8.666667
671787918,7.6666665
671787977,5
671787985,8.5
671788000,9
671788124,8
671788477,7.5
671788574,7.5
671788892,9
671789228,7
671789422,8.178572
671789457,6.6666665
671789589,7.75
067178983X,8
671790013,8
671790226,6
67179065,8
067179065X,6.5
671790692,8
671790897,8
671791028,9
671791540,8.333333
671791575,7.5
671791583,8.5
671791613,5
671791656,8
671791761,10
671791842,10
671791850,9
671791931,7
671791974,7.1666665
671791990,6.5
671792059,10
671792083,5
671792156,9
671792245,9.5
671792253,8.25
067179227X,4
671792288,6
671792369,5.5
671792458,7
671792474,8
067179275X,6
671792768,10
671792806,7
671792814,8.75
671792822,7.1666665
671792954,8
671792970,7.5
671793039,7.5
671793128,7
671793136,10
671793152,7
671793233,7
671793241,7.5
067179325X,8.5
671793349,5
671793351,9
671793373,10
671793411,6
067179342X,9
671793446,8
671793489,8.140351
671793535,7.4117646
671793543,7.7
671793551,6.357143
067179356X,7.6923075
671793578,6.9
671793616,7
671793632,7.5
671793772,5.6666665
671793853,7
067179387X,9
671793888,7.428571
671793896,7
671793918,7
671793942,9
671793969,10
671793985,8
671793993,7
671794019,7.5
671794043,9
671794248,7
671794264,6.8
067179437X,5
671794388,6.2
671794493,6.5
671794507,7.4
671794639,3
671794795,7
671794825,8
671794914,8
671794922,7
671795015,8.5
671795058,7
671795120,6
671795147,6
671795171,6
671795236,9
671795430,10
671795511,7
067179552X,7.5
671795538,7.9473686
671795554,6.882353
671795570,5.5
671795597,6
671795619,8
671795627,7
067179566X,7.6
671795678,6.5
671795694,8
671795708,8
671795724,6
671795732,6
671795740,7.111111
671795783,5
671795791,7.5
671795864,8
671795872,6
671795880,8
671795899,8.666667
671795937,6.4
671795988,6.714286
671796070,8
671796119,7.5
671796240,5
671796291,8
671796356,9
067179647X,7
671796585,6
671796593,9
671796666,8
671796690,9
671796720,6
067179695X,10
671796992,7
671797042,6.5
671797050,8.055555
671797182,9
671797301,9
671797344,8
671797433,9
671797468,7
671797476,6.6666665
671797484,7
671797492,9
671797557,7
671797638,7
671797905,3
067179793X,6.2
671797999,6.2
671798057,8.75
671798073,8
067179809X,5
671798154,6.5
671798316,8
671798324,6
671798332,6
671798359,6
067179843X,5
671798553,4
671798561,5
671798588,9
671798782,7.181818
671798790,5
671798960,8
671799045,4.25
671799177,10
671799274,8
671799312,7.8333335
671799320,8
671799355,8.25
671799363,7.2
671799371,7
067179938X,7.75
671799487,10
671799525,9
671799568,10
671799576,6.5
671799592,7
671799649,10
671799657,9
671799967,5
671800019,7
671800078,10
671800081,9
671800183,10
671800604,7
671800868,5
671800914,9
671801074,10
671802283,8
671802712,5
671803069,5
671803263,5
671803271,5
671803530,8
671804987,7
671805037,6
671805606,7
671805886,9
671805959,7
671806041,7
671806769,4.5
671806866,5
671807129,5
067180720X,9
067180751X,5
671807587,10
671807625,10
671807919,8
671808435,8
671808605,8
671808672,9
067180880X,5
671808826,6
671809121,7.5
671809158,10
671809652,7
671809865,5
671810162,9
671810952,9
671811088,5
671811916,7
671812750,5
671813412,6
671813544,8
671813781,7
671813919,1
067181415X,8
671814451,9
671814621,2
671816128,7
671816381,7.4
671816500,7.5
671816810,7.5
671817205,7
67181740,6
067181740X,4.6666665
067181785X,7.6666665
671817930,7
671818457,6
671818910,5
671818937,9
671819100,8
671819119,10
067181916X,7
671819194,6
671819224,8
067181933X,5
671819496,6
671819577,7.5
067182046X,10
671820478,2
671821180,6
671821253,8
671822101,5
067182211X,1.5
671822209,8.55
6.72E+11,7
067182225X,9
671822357,5
067182239X,5
671822446,7
671822535,7
671822543,6
671822780,5
671822896,7
671823035,7
067182306X,7
671823183,9
671823523,8
671823884,8
671824295,10
067182449X,10
671824813,5
671824848,8
671825046,9
671825313,8.5
671825348,5
671825356,10
671825690,8.5
671826123,8
671826417,6
067182676X,7
671826794,5.3333335
671826808,7
671826859,8
671827138,9
671827480,6
671827545,5
671827685,8
671827774,8
671827847,6.5
671827871,5
671827979,10
671828029,7.3333335
671828258,8
671828622,5
671828649,6
671828657,7.5
671829041,8
671829122,10
671829173,7
671829602,8
671829688,5
671829777,6.6
671830163,6
671830546,5
671830821,8
671831208,7.5
671831267,5
671831402,7
671831488,7
671831526,7
671831577,8
671831593,7.5
671831852,5
671831860,8
671832174,7
671832638,6.6666665
671832727,7
671832867,7
671833367,8
671833987,8
671833995,9
671834258,8
671834304,6
671834886,7
671834975,5
671834991,8
671835157,7
671835319,5.5
671835467,9
671835661,7
671835769,9
671835793,9
671835815,7
671835823,8
671836013,7
671836056,5
671836072,7
671836110,10
671836129,3
671836285,9
671836366,5
671836501,5
671836536,9
671836722,8
671836757,9.5
671836765,2
671836862,5
671836897,5
671836927,7.25
671847139,7
671847163,5
671847511,7
671847546,5
067184833X,10
671850083,10
671850148,9
671850229,8
671850245,6
671851047,5
671851802,7.5384617
671851888,8.5
671852000,5
671852132,7
067185268x,5
671852884,9
671853414,7
671853481,6.3333335
671853686,7
671853902,5
671853937,4
671854003,6
671854135,5
671854240,10
67185464,5
671854682,7
671854704,8
671855034,9
671855670,6
671856022,7.5
671856790,8
671864157,5
671864165,10
671864173,7.05
671864254,8
671864262,5
671864416,6.75
671864769,6.6666665
671864777,8
671864831,10
067186484X,5
671864858,6.6666665
671864939,5
671865064,7
671865080,8.5
671865099,5
671865277,9.5
671865412,8
671865706,5
671865714,5.75
671865889,6
671866303,8
671866362,6
671866397,8.666667
671866826,10
671866923,8.5
671867083,7.888889
671867091,7.9166665
671867113,7.745098
671867156,8.127273
671867164,6.5
671867172,7.2244897
671867210,10
671867296,7.6363635
671867318,7
671867369,9
671867407,9
671867512,5.5
671867636,7
671867660,9
671867679,9.333333
671867784,5
671867806,4
671867865,8.25
671867873,8.285714
671868071,5.8333335
671868098,6
671868136,8
671868314,5.5
671868322,10
671868330,9
671868349,6
671868357,7
671868365,7.75
671868381,6
067186839X,9
671868403,4.6666665
671868535,5
671868640,8.333333
671868691,7.62069
671868713,8.05
671868756,8
671868837,8
67186890,8
671869035,9
671869051,8.333333
671869094,6
671869108,7.5
671869116,6
671869132,7.5
671869205,9
671869221,7
067186923X,7.6666665
671869531,5.3333335
067186954X,4
671869698,6.6666665
671869949,5
671870114,8.176471
671870130,10
671870238,5
671870394,6
671870432,8
671870610,7.6666665
671870734,8
671870807,8
671870831,6.6666665
067187084X,5
671870858,5
671870882,6
671870920,6.5
671870955,8.2
671870963,8.375
671870971,8.5
67187098,10
067187098X,8
671870998,7.5454545
671871005,8.333333
671871013,6
671871161,8
671871196,5
067187120X,6.3333335
067187120x,1
671871218,6.5
671871374,8
671871382,8
671871390,8.75
671871498,8.5
671871501,8
671871579,5
671871749,6
067187182X,5
671871854,8
671872001,7.3846154
671872095,7
671872125,8
067187215X,5
671872281,6
671872338,8
671872370,8
671872486,5
671872508,7
671872524,7
671872613,7
067187263X,6.857143
671872648,8
671872656,8.714286
671872664,6.6
671872672,7.75
671872680,7.6666665
671872699,7.75
671872702,6.75
671872753,5.5
671872885,10
671872931,6
067187294X,5.5
671872958,7.5
671873113,6
671873164,7.6666665
671873172,7.5
671873180,7
671873199,6.5625
671873202,6.9411764
671873210,7.928571
671874292,8
671874330,6.125
671874349,7.4666667
671874365,7
671874519,9
671874527,8.75
671874535,8.75
067187456X,8.666667
671874756,5
671874845,7
671874926,7
671875019,8
671875086,7.5
671875094,8
671875264,5.5
671875353,9
671875396,7
671875744,8
671875760,8
671875809,8
671875817,8
671875825,7
671875914,8
671875922,5
671875957,8
671875965,9.2
671875973,9
067187599X,8.428572
671876015,8
671876031,7.5
671876066,6.5
671876074,7.5
671876082,5.3333335
671876155,7.5
671876171,7
671876198,8.333333
671876228,10
671876236,7.428571
671876244,8.666667
671876260,7.5
671876287,7
671876295,5
671876309,8
671876325,8
671876333,8
671876341,7
671876414,9
671876422,9.5
671876430,8
671876457,10
671876465,9.333333
671876473,7
671876546,7
671876570,8.2
671876619,6
671876627,9
671876643,5
671876708,8.5
671876716,7.5
671876724,7.5
671876775,6.6666665
671876783,8
671876791,5
671876813,9.5
671876821,7.7272725
671876864,8
671876880,6.5
671876899,9
671876937,10
067187697X,9
671876996,4
671877011,9.5
067187702X,8
