"productName","revAuthor","revText","revRating"
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Mark J. Chappell","I have owned a couple other Kindle readers both 3G keyboard models generations 2 and 3. This I bought on sale and am happy with the touch screen page turner as well as the prompts that I have gotten accustomed to. I will no doubt be getting a lot of use from this one if some punk vandal doesn't throw it in my swimming pool like my last Kindle.(Don't get your Kindle soaking wet.)",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Bunclody Senator","My first Kindle from 2010, died a few weeks ago. Trying to fix it, I contacted Kindle Help, after buying myself a new one. They decided to give me the new one as a gift!Thank you, Amazon and Alex R.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Nini","I just opened the box a few days ago. Since I've never had a kindle I don't know what to compare it to but here's my take on it. The cover is great, the kindle is smaller than I expected. I guess time will tell. I think that the price was a little high. My dental tech got one for her grandson, not a children's one, just a regular kindle and she paid about $40 for it. That's $50 less than I paid! I don't know if she got a cover, however. We both purchased them on Prime Day.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Mvargus","I purchased this to replace a first generation Kindle that was starting to have some issues with the menu controls.  Its already proved to be just as good as the older one when it comes to the display, and is just a touch smaller and lighter.  Great for anyone who loves to read, but doesn't want to carry around boxes and boxes of books, since the kindle can hold a huge library in its internal memory.I still tell most of my family and friends that getting a Kindle has been a great thing for me.  And I'll continue.  It's one of the best inventions I've encountered",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","mint snow","I bought this to replace my Kindle White. This time I just wanted a PLAIN Kindle with no bells or whistles! That's exactly what I got!! I love it! The thinness and it's light weight make it a nice size for my small hands. The battery life is better than my Kindle White. My only complaint (at first) was getting used to the darker background after using the Kindle White and the Kindle iPhone App which have lighted backgrounds. Now that I'm used to it though, I realize it's much easier on my eyes. I can read more comfortably, for longer and with less eye strain. Perfect for my needs.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","June","I'm so happy with my new Kindle.  My husband and I like to go out on the lake -- he fishes, I read.  But my old Kindle (fire) was hard to see in the sunlight.  I was constantly trying to find shade so that I could continue my book.  This new Kindle reader makes it easy to read in the direct sunlight or in the shade.  It's not back-lit so it doesn't work in the dark, but my old Kindle Fire does...so now I'm set either way.  Very happy!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","sam12","Needed a e-reader for the beach. Kindle  Fire's do not do well with polarized lenses. This meets my expectation. I would never have gotten it if my 3rd Gen Kindle still worked but even a new battery could not bring it back.. Word to the wise NEVER let your kindle sit without being charged regularly. They should have left the speaker in it, blue tooth is ok but then you have 2 things to keep charged.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Retief-CDT","Just got this new Kindle yesterday. I have never owned a E-book reader or any other device with a touch screen before. So it is a new experience and some things will take getting use to. However I must say the operation of the device is clunky. It is difficult to bring up the menu and even to flip pages since the screen does not always respond to a touch. Once you do get the menu options to display they are very small and hard to pick out from the closely set other commands. The keyboard is particularly hard to select individual items on it. Not to mention some of the things displayed like page numbers is incredibly small!Amazon might consider better functionality for those that do not have as good as tactile skills such as handicapped or older people.After one day of ownership I am not overwhelmed by this Kindle. I do like the fact I can now get books without having to visit the library or the book store. I am sure there will be a adaptation curve to it all.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Chest Rockwell","I love my new E-reader!! It's got everything I need to get new books and get them actually read without adding distractions. It's got a tone of functionality built in and it's supper light weight design makes it easy to read in any position you want to sit in. My only complaint would be that they try to make you pay more for having a backlit screen. I didn't get that model but it annoys me that I can't really read in low light but I wasn't about to pay extra for something that should be free. Make no mistake this thing is not cheap and costs more than some tablets.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","KatinaR","Have not even read on this yet but I can tell already I love it.  I left the original Kindle I had on a plane.  Sadness.  I have not liked any others since because I do not like the back light.  I was about to buy a used one when I saw Kindle now had this one.  Yes!  This is like the original. It does not light up, the screen is like a book AND it's really light!  I was nervous it was going to be too small but it's not.  It's perfect.  I just ordered a cover that has a light.  Then I'll be all set again.  Great!! OK - now I've had for months and simply love it.  It's SO light.  I ordered a case from the UK, only one I found out there with a light, and it's perfect.  Backlight and paper white are bad on the eyes - this is the best.  It comes with Goodreads which I use to track my books so bonus there.  I'm SO happy they came out with this model I've told the world.  Oh - and they use page numbers now and not just that stupid percentage thing.  Thank you Kindle!!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","This device is sufficiently light that reading with one hand is a breeze.  Two downsides:  1) -  the screen is not particularly readable in dim light = at least for my aging eyes.  Reading by candlelight in a tent is not going to happen.  2) - the case that came with it has a non-functional latch, although that has not been a problem.  All things considered, I'm glad I bought it.  Battery life is good - although I don't think shutting it off works; it just morphs into instant wakeup after a period (short) of time,I would quibble with Amazon's interference with the library function but the issues are not device specific.  One issue is device specific and that is that title graphics are largely unreadable in icon sized black & white.Despite some difficulties, the device works well in decent lighting.  Compared to it's earlier brethren it is an absolute joy to read.  I would say, if in doubt, go for it.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Mark","I wish I could really like this but the battery never lasts.  I got one for Christmas and followed all instructions to the ""T"".  Still, after reading for about 30 minutes and powering screen off and turning on airplane mode, usually the next day it was dead, not always, maybe another day later, but within 2 days, deadddddd.So, Amazon tech support worked with me doing several things, mainly a new fw download they said would 'fix' this issue. It did not.So I called/chatted with them again, this time they sent a new one.Guess what. Same thing.  I use it for a day or two, usually around 30 minutes in bed, power off screen, airplane mode on and the next day the battery is almost out again!This can't just be me, right? I've checked every setting I can find to see if something is on but basically with the screen off and airplane mode on what else is there.  I basically won't be using this device.",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Jackie","I love this kindle so much. However the screen is ridiculously sensitive. I normally read in bed and even if the corner of my sheets gently brush the screen, it responds by changing the font or skipping a bunch of pages. I have to hold it very delicately and be careful where I put it which is frustrating. Other than that though, it works perfectly. No other complaints.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Timothy","It the best get have book right there for me and it good when it super sunny and I can read withno glare and that the best part of me getting it and it a touch screen too love it. Books download fast and I can know when I close to be finish with my book all in all I did a smart purchase and it the best one out there for me to have. Only 49.99 best price out there.  So if u looking for a e-reader go get the kindle touch e-reader 4GB.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","E. Lores","This Kindle device is great. I know, it's not the paper white, you can't read in the dark or have the great screen resolution of the other Kindles. But, truth be told, I'm really happy with it. You can read perfectly without the extra resolution, the text is crisp and clear. The battery goes on for five or six days without turning the device off. As the software is the same for all kindle devices, there is nothing to say in that regard.A lot of people complain because you can't read in the dark. That is the only (and I mean the only real) downside to this Kindle. For the price, you can buy a nice book reading lamp, anyway. I also have the special offers version. At the beggining I thought it was going to be a pain in the neck. Truth be told, is exactly the same as having the regular Kindle with the screen protector. The images from the special offers are also beautiful and look great on the screen, so no problem there either.If you can spend a few bucks more, buy the paper white. If not, the regular kindle is great anyway. I'm very happy with it.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","I used to have a Nook e-reader but it stopped working.  I hate reading off of an iPad so I started looking into the nook or kindle.  I swear these e-readers that look like paper used to be way cheaper.  The last time I bought a nook I think I got it for like 50 bucks.  So I'm really disappointed that the price is so high for them.  I bought the kindle since it was cheaper than the nook.  I already used it for a few hours for some summer reading.  I really like it, but 80 bucks seems a bit pricey for this type of technology.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Linda Fredian","I have tried regular tablets to read outside with an anti glare screen, nothing compares to the Kindle at all!!! Plus the battery life is great, nothing else to distract you but your book!!!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Arlene","Much smaller than kindle keyboard. Took getting used to touchscreen, but love it nonetheless.BTW if you're trying to get books from another amazon account, I'd suggest deregistering the kindle from your current account and register it to the account that has the books you want, then download those books to your computer (there's an option that lets you do that), save to your files and then transfer them over to your kindle's documents folder. Then deregister from that account and register back to your account again and voila, you have all the books you want. Hope this helps anyone.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Evelyn","Perfect for getting me to read. I've never been a reader, but I bought this on Prime day to encourage myself to read. Makes it easy to read, I love the small size! It's amazing being able to click on words you don't know and find the definition, do wikipedia searches on topics you come across reading that you don't know about, and great to highlight your favorite parts. Highly recommended to people who just want to read",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Guy R Fogel MD","I wanted the Kindle for its bluetooth text to speech capability. I have listened to my book in the car using an old touch Kindle until the wifi and the 3G gave out. I was so happy to see that the new basic Kindle has bluetooth. it also has the capability to detect a brand-new wifi that the old touch could not detect.  I read every day on my Kindle Oasis but I use the basic Kindle to loosen the proximal I Drive to work every day.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Matt","This Kindle is great.  I have never been into reading however after frequent headaches looking at a bright screen like my Ipad. I wanted something to enjoy that simply gets away from technology,  with no distractions.  This Kindle is perfect for that.  I enjoy being able to turn up the font and this kindle looks identical to a book.  The lines are crisp and dark.  I often require glasses to read for long periods of time and I have no need for that now.  Also since I am a Prime member I was able to Borrow books ( 1 book a month ) .  This is another reason I went with the Kindle over a NOOK.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Suze","I thought I would hate having an e-reader...instead I find that I absolutely LOVE this ebook. It has a ton of room for multiple books, goes online extremely easily so i can find new books, is lightweight, and best of all it is very easy to read in all kinds of light.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Kim Corriher","I think I will like this Kindle better once I get used to it. I'm still heartbroken that my Kindle Touch couldn't be repaired; it was my ""friend"" for many a year. I was impressed with the speedy response with the fulfillment of the order and the shipping. I honestly didn't expect it to be delivered on a Sunday. Didn't know they did that.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","So I bought this for around 50$ on prime day. Feels and looks very sleek, light weight. Only thing is the refresh rate is not too good, but for 50$ this is a pretty neat gadget. Makes it much easier to ready being that there is no back light to strain your eyes. Also, very small so you can go anywhere with it. Battery life pretty good as well. Would recommend it if it were 50$ again, wouldn't buy it for the current price.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Speakz","I got this w/ that 30$ off Prime member discount promo that was going on some time ago. I had been on the fence about getting a kindle for a long time since I wanted to get back into reading more/don't have a lot of space for physical books (I've been selling them since I moved years ago).  I'm surprised by how much I really love this product??? Like, I wasn't sure how I'd feel about getting the cheapest version/committing to a kindle. GLAD I DID. I love being able to get sample books, browsing on the kindle itself, getting all my books in one convenient place, it's great! Also the battery life is awesome, easy to tote around (light, small), I definitely don't need a backlight (the next one up is in the 100$ model, right?), and the screen resolution is fine for what I need. Which is reading. I didn't buy it for the purpose of having a fancy little piece of tech. I just wanted bare bones reading and I really love it.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Michaellyn C. Martinez","Sadly, my old keyboard kindle was stolen, so had to buy a replacement. I found the old kindle a little easier to read on, the interface is a little wonky on this.The print size keeps shifting while I'm reading - very annoying. Otherwise, it's fine. I have very poor eyesight and would'nt be able to read without it, so to me, kindle is a savior!",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","A. Coburn","Great reader. I didn't want a backlight because I read before bed and the backlight keeps me awake and hurts my eyes. This replaced an early generation Kindle and I'm happy. Small, lightweight, no backlight, and a nice touch screen. Very happy.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","peggy Ryan","I won this e-reader in a raffle. It is my first Kindle product. The screen is very dark; as if it is in power saving mode. I went to the Amazon tutorial on how to adjust the brightness and followed instructions, but could not locate the brightness bar. That's because there isn't one! I am near a window in a well lit room on a sunny day and it still strains my eyes. I will have to purchase a clip on light in order to make this a useful item. I'm not sold on this Kindle idea yet, and I'm glad I won it instead of paying for it - would have sent it back if I'd shelled out my own cash. I will keep using the kindle app on my iPad until the light arrives.......",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","DonS","does work well in sunlight w/o glare/ otherwise you meed a good light source to be able to read comfortably, just as the description said. as stated in description it is not backlit.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Queen Esther","This is a good Kindle. I love to read and I have several Kindles. I like the Paperwhite best because you can adjust the light.  This one has a good readable screen and is inexpensive.  If you do not ever read in the dark or low light, this works fine.  The layout is much like the others and once you know your way around, it is easy to navigate.  Kindle people are always helpful when you phone them for help if needed.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Morgan Anderson","I have a concussion and cannot read any paper books or magazines or anything of those sorts without getting a chronic migraine, but this thing is a life-saver. I can finally read again! It's very appealing to the eyes and very easily transportable. I thought I'd have a hard time going from my beloved paper books, but I'm not sure if I'll go back!... only draw back is the way the pages change, that part does give me a headache, but I simply look away to flip a page. I've dropped it twice while on a plane and no damage seems to be done to it. Also, keep in my mind when buying that since it does not have a backlight it's not easily readable in low lighting. Perfect for reading outside on an especially sunny day since there's very minimal glare. I highly recommend this product, especially if you suffer with migraines like myself.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Robert","I find this e-reader is pleasant to use. The display is the greatest part of it; it's like paper. You can read several novels at one sitting and it will keep your place on each of them. It has low battery drain. It accommodates many kinds of files, but can be hard to read some PDF files. Besides Kindle files, text files are best for this reader.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","gooney googoo","I've had my new kindle for about a month or so now and I love it. It's lighter than the last version and I'm ok with that. I do miss having the page turner buttons, but I can get over that as well. I personally only wanted the kindle for reading, so I that's why this version works for me. I will be enjoying it just as much as the last one.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Michael A. Crescitelli","I am an auditory learner so reading has always been tough, but now I have a kindle and I can have it read to me. I often have to read different textbooks that have words that I cannot understand let alone read out. The kindle helps me with is. If I cannot speak out the word properly, I will have the kindle read it back to me until I understand and if I do not know what a word means I will simply highlight it and look it up in a dictionary. Honestly, I did not think I needed one but now that I own one, I cannot imagine reading without it.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Steel_9","I got this to replace my old kindle touch.  They made the case shorter, and removed the home button, and added an auto on feature when you open the case.  With the exception of the auto on, I don't notice any practical differences between this kindle and my old Touch.  Don't get me wrong, I enjoyed the Touch, and expect to enjoy this one, however the only upgrade that I noticed (the height never bothered me and I like home buttons) is the auto on.  The plastic housing feels cheaper than that used on the Touch, which I didn't expect.  If you are looking for a kindle, I recommend this one, however If you are just looking for an upgrade, I don't think that there is enough of one to justify buying a new kindle.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Touj","I inherited a beast of an old Kindle from a friend and loved it to bits...and then lost it in a recent move.  I was devastated and spent weeks pretending I'd just find it again before being forced to accept it was gone.I was convinced that this one couldn't live up to the memory of that one, and while I'll admit I sorely miss the keyboard and the heavier body, but I also love this one.  It doesn't have the same features, but the price is good and it does just what I needed it to do.  I don't think it's significantly darker than the other one, either.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Bruce Sweigert","I'm a Kindle fanatic and I have owned numerous model - starting with the Kindle Keyboard, then a Kindle 4, first gen Paperwhite, Voyage and now an Oasis. I got the Kindle 8 with offers on Black Friday for $59 as a backup, and for use at the gym when I'm on an elliptical trainer as I'm afraid to have the expensive and delicate Oasis around later when I continue my workout.The Kindle 8 is one of my favorites because it is so light and simple. Only one button, and unlike the older versions it has the latest software. Yes, it does not have backlighting, but if you are using it in good lighting or especially outside, it's just as readable as the most expensive Kindle models. With the price, it's almost disposable and I don't worry about getting damaged or lost. Really love the design and price point, and I'm even thinking of selling by Oasis and keeping the change.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","heather flenthrope","I had to get a new kindle loved my old one but this touch screen instead of buttons on the side is not very good. you can not really hold it one handed if you are having a drink with which I find really annoying at least to old style kindle you could use either hand.",3
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Amazon Customer","it's quite good, honestly i purchase this model with higher model of Kindle ( it's for a friend)  just for try the product but when hand-on the product . gotta say that it's goes above what i'm expected.i had never experienced this kind of screen before, it's way better than reading on tablet , the product build seems strong enough to carry around without much need of care. and with 20$ off promotion (even with ads which is not cause annoying feel at all) it's really worth it.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Pauline Hughes","I bought this for my Mother's 83rd birthday. She loves to read but has trouble with the book print being so small. She loved this so much and can't wait to get some e books loaded. She is one very happy birthday girl. 😇",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Julia","This is exactly what I wanted. I was worried about not having a backlight on the screen but the screen is as bright as the page of a book. The battery lasts forever which is a nice change from my phone :). I enjoy reading and my apps on my phone always distract me so i never do anything but internet. i got the kindle e reader so i wouldn't have distractions and could take it wherever i go. it is great. i knew if i got the fire tablet i would have just played on the apps instead of reading. haha. great product and love the white color.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Francophile","I am VERY disappointed in this Kindle.  My old one died after a long life.  Since it was one of the first Kindles (very basic),  I assumed the latest version, Kindle 8, would be at least as good as my old one.  WRONG!  The worst part is that there is no brightness adjustment.  Even in relatively adequate reading light, the page is very dim.  Furthermore, the toolbar is very frustrating and difficult to navigate, and performing what was a simple task on my old Kindle (such as deleting an item) is impossible - at least I haven't figured out how.  I'd love to return it but the ""black Friday"" price prompts me to put up with these complaints (among others) and solve the problem of inadequate brightness by attaching a small reading light. i will probably continue to use the Kindle app on my iPad which is so much better in all respects except for the weight. ☹️",2
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Paul Steinmann","It is everything I expected it to be, except for two things.  1. The description of the Kindle 6"" glare-free touchscreen does not state what generation the kindle is.  I bought a case for a Kindle 6"" glare-free touch screen(7th generation 2014 version) case which does not fit, the kindle is around 1/4"" short.  You either need to do a better job of writing the description so it is easier to get the right cases, or make the kindles uniformly with the same dimensions so they can do that with the cases.  2. I turn the WIFI off when I'm not using the kindle store or synching it with my other kindle to conserve the battery,  but ever time I go to turn the WiFi on I have to input the code for the WiFi again.  I should be able to turn the WiFi on & off without having to do this every time like I was able to do with the Kindle Touch I replaced with this.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","elfks","Exactly what I wanted!  I have a Fire HD but wanted something inexpensive and much lighter to carry with me to doctor's office, waiting in car, etc.  This does not hurt my wrist or weight down my bag.  I won't use it for color reads or for crochet patterns or other bigger page reads.  I don't need 3/4G or free wifi or whatever.  Just need to take my gazillion books along for company.  And I can finally stop trying to work with my first reader, a BN Nook.  Only criticism is the b&w display for library - hard to read.  But I will take a few minutes to find the list option and take care of that.  Thanks, Amazon!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Blake","People complain that it's dark, but reading in normal light is fine for me - my eyes feel no pressure. If anything, a regular piece of paper has a glare that this does not, so I perceive it as better for my eyes than a regular page. Otherwise, the product is convenient. This is my first e-reader. I didn't expect to enjoy it as much as I have.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","R. Logsdon","Love this little library.  I bought it to replace my Kindle keyboard, which gave me great use for at least six years, and still works.  It is much smaller, but the screen is actually about 1/4"" bigger than my other Kindle.  Love the touch screen.  It's much easier in my eyes than my tablet or phone for extended reading.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Riley Wagner","never thought I would like an e-reader, I've always been a fan of page-turning and book-marking, but I absolutely love this Kindle. It reads just like paper, doesn't hurt my eyes, and there are so many books available at any moment. I also love the sample feature, where you can read the first chapter of any book for free.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Lynne D.","I'm so glad that I got this Kindle. I got the one that included the special offers. They aren't intrusive at all, but I do plan to pay the extra to take them off at some point since I want a nice, clean home page. This Kindle is as big as a paperback, but way thinner. Fits perfectly in my purse. I did get a case to protect the screen while it's bouncing around in my purse.Nicely made, it seems to be pretty sturdy, with a nice sleek look to it. You can tell it's just a hard plastic, but it doesn't have that 'cheap' feel to it. I got it during a Black Friday sale, and it was definitely a good buy for $50. Would I have paid the full $80? Probably not, just because I'm on a limited income and couldn't have afforded it. But if you can get this Kindle on sale, it's totally worth it!Definitely loving my new Kindle!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Maya Roswell","Loved it so much, I bought another one, this time with a light included (the Oasis- on sale as a bundle that came with charging cover and travel bag: all three for $305)!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Circuits","I purchased this after losing my Paperwhite version on an airline. I love everything about it, except that I miss the light! I can't read in the dark anymore! I will admit that the unlit display is beautiful in bright sunlight and anywhere your lighting isn't shadowy. The battery life is amazing, I have only charged it once since Christmas and it's almost February. It feels lighter than the paperwhite version which is easier on your hands during long reading sessions. Even without the light, it's a great product!",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Molly","I AM GETTING USED TO A KINDLE WITHOUT A KEYBOARD (WHERE THE KEYBOARD IS NOW ON THE SCREEN).It is lighter than my lst kindle and i have to buy a new case for it.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Maryellen","The Kindle is great! I had my vision damaged from a bad concussion and haven't been able to finish a book in several years, due to the small font size of traditional books. With the Kindle, i can make the font as big as I need it to read comfortably. I also love that you can export passages of the book / make notes to remember key points or important information.I wish I would have purchased this years ago!",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","N W","While this Kindle is very small, it does do the job of previous versions. At first I felt like the page turning was kind of glitchy, but I've since gotten used to that. Turning off ""page refresh"" in the options helped a lot. I got the Kindle with advertisements because they don't interfere with reading, and I've actually gotten a few good suggestions for my next book. It's great that it stays charged for a week. I carry it everywhere I go. Fits perfectly in every purse and the weight is almost non-existent. I had to get used to the power button on the bottom, at first I hit it a lot when I would rest the Kindle against the arm of the couch or on the table. Now I just put my pinky under the bottom and rest it wherever and it works fine; not as awkward as it was at first. Overall, I'll keep it, but it does feel pretty cheap and plasticky. Not quite up to par with the first couple of Kindles but still worth the money.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","P. Todisco","This small size candle fits perfectly in my backpack I love this thing. It is ultra lightweight and just seems to fit perfectly in my hands the only little problem which doesn't seem to be that bad is that every now and again I accidentally press the power button which happens to be at the bottom of the book I feel like if they put that at the top of the book there be less likely of a chance of somebody having their hand holding the bottom of the book and turning off the Kindle I would recommend this to any of my friends who have a huge book collection as well my book collection has now been bought and stored on my Kindle instead of filling up all my shelves in my room Kindle is a wonderful device I believe everyone should have one and it would save trees in the sense of having tuna waste paper with that said I leave a great review for this wonderful book device thank you and have a great day",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Chris Yax","Sweet ereader. Dead pixel after 4 months though. I don't feel it is worth sending back for something so simple.People told me to get the backlit one. If you are like I was and unsure if you need it than this is your answer.If you can read a book in the amount of light you can read this in the same light.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","J. Perham","I LOVEEEEE MY E-READER.  I HAVE PUT IT OFF FOR SUCH A LONG TIME.  THE PRICES BECAME REASONABLE.  ALSO, I LEARNED THAT I read MUCH FASTER WITH THIS DEVICE.  THANK YOU.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Handelian","A pleasant surprise--this entry-level Kindle e-reader!  It is easy on the eyes even though there is no backlight.  It responds rather quickly to all commands, somewhat intuitive from user's perspective.  One limitation is its battery.  Though relatively long-lasting, it takes a long time to charge through a wall outlet.",4
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Cheryl","This was a gift for my Mom. She loves it. I still have my old one and I'm jealous that she has a new one. Just kidding. Hers is better. None of the scrolling thru letters and numbers to spell things out. I want one now. It's nice and light. It's under my account so I have to remind her to be careful about purchasing things.  It's just that whatever I have on the old kindle, automatically went to the new one. Now she knows everything I read.  But, it's all good.",5
"Kindle E-reader - Black, 6"" Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers","Gary","This Kindle works just fine.  I own a previous version of the kindle ( the one with the keyboard) that I like much better.  I tried to get one just like it, but no longer available.  I much prefer the old model.  Easier to understand the home page and liked  the simpler layout.  Hope that Amazon someday returns to the older version.",3
